ROWID,State,City,Year,Population,ViolentCrime,MurderAndNonEgligentManslaughter,ForcibleRape,Robbery,AggravatedAssault,PropertyCrime,Burglary,LarcenyTheft,MotorVehicleTheft,Arson,Year_id,City_id,State_id
128422,North Carolina,Mebane,2006,9123,57,0,0,6,51,389,87,277,25,4,1,3346,28
128423,North Carolina,Middlesex,2006,868,4,0,0,0,4,49,20,25,4,0,1,3748,28
128424,North Carolina,Mint Hill,2006,18228,66,0,3,30,33,395,219,141,35,4,1,3347,28
128425,North Carolina,Mocksville,2006,4553,16,0,1,5,10,299,42,250,7,0,1,3348,28
128426,North Carolina,Monroe,2006,30585,230,2,7,65,156,1963,505,1277,181,9,1,1074,28
128427,North Carolina,Mooresville,2006,20897,73,0,5,27,41,1058,117,881,60,10,1,1787,28
128428,North Carolina,Morehead City,2006,9024,71,1,6,10,54,506,113,373,20,2,1,3349,28
128429,North Carolina,Morrisville,2006,12435,10,0,2,2,6,360,81,256,23,0,1,3351,28
128430,North Carolina,Mount Airy,2006,8623,39,0,6,16,17,669,147,482,40,9,1,1531,28
128431,North Carolina,Mount Gilead,2006,1415,6,0,0,2,4,67,44,23,0,0,1,3352,28
128432,North Carolina,Mount Holly,2006,9869,61,1,2,12,46,289,86,178,25,2,1,3353,28
128433,North Carolina,Mount Olive,2006,4531,67,0,1,8,58,332,56,258,18,0,1,6904,28
128434,North Carolina,Murfreesboro,2006,2265,21,0,1,7,13,149,32,116,1,1,1,370,28
128435,North Carolina,Murphy,2006,1596,12,0,1,1,10,100,13,83,4,1,1,3354,28
128436,North Carolina,Nags Head,2006,3137,23,0,6,3,14,298,74,216,8,1,1,3355,28
128437,North Carolina,Nashville,2006,4566,23,0,2,6,15,111,43,60,8,0,1,371,28
128438,North Carolina,New Bern,2006,24587,150,0,18,49,83,1434,307,1056,71,2,1,3356,28
128439,North Carolina,Newland,2006,700,0,0,0,0,0,21,5,15,1,0,1,3357,28
128440,North Carolina,Newport,2006,3917,7,0,1,1,5,97,27,67,3,0,1,372,28
128441,North Carolina,Newton,2006,13276,40,2,0,21,17,806,202,547,57,0,1,180,28
128442,North Carolina,North Topsail Beach,2006,877,3,0,0,1,2,63,25,33,5,0,1,3358,28
128443,North Carolina,North Wilkesboro,2006,4288,21,0,2,7,12,323,70,240,13,0,1,3359,28
128444,North Carolina,Norwood,2006,2203,13,0,0,4,9,91,40,49,2,3,1,2231,28
128445,North Carolina,Oak Island,2006,7832,30,2,4,4,20,306,138,154,14,0,1,3360,28
128446,North Carolina,Ocean Isle Beach,2006,514,4,0,0,0,4,131,49,76,6,0,1,6905,28
128447,North Carolina,Old Fort,2006,987,2,0,0,2,0,19,9,10,0,1,1,6906,28
128448,North Carolina,Oxford,2006,8700,125,0,5,36,84,634,224,374,36,4,1,190,28
128449,North Carolina,Pembroke,2006,2747,23,3,1,8,11,286,147,124,15,4,1,2236,28
128450,North Carolina,Pine Level,2006,1479,3,0,2,0,1,54,4,43,7,0,1,6907,28
128451,North Carolina,Pinebluff,2006,1244,3,0,0,3,0,28,12,16,0,0,1,3361,28
128452,North Carolina,Pinehurst,2006,11665,8,0,0,0,8,119,3,111,5,1,1,1707,28
128453,North Carolina,Pine Knoll Shores,2006,1601,3,0,0,0,3,48,16,30,2,0,1,3362,28
128454,North Carolina,Pineville,2006,3723,82,1,4,45,32,1061,110,870,81,5,1,2011,28
128455,North Carolina,Pittsboro,2006,2501,8,0,4,3,1,97,26,69,2,1,1,3363,28
128456,North Carolina,Plymouth,2006,4043,50,0,2,1,47,208,84,122,2,0,1,1797,28
128457,North Carolina,Raeford,2006,3666,27,0,3,12,12,256,99,144,13,0,1,3364,28
128458,North Carolina,Raleigh,2006,348345,2223,19,97,782,1325,12650,2978,8666,1006,71,1,3365,28
128459,North Carolina,Ramseur,2006,1738,3,0,0,2,1,117,33,82,2,0,1,3366,28
128460,North Carolina,Randleman,2006,3726,11,0,0,0,11,310,77,226,7,2,1,3367,28
128461,North Carolina,Red Springs,2006,3554,39,0,0,18,21,378,208,140,30,2,1,3368,28
128462,North Carolina,Reidsville,2006,15073,65,2,0,22,41,1277,314,902,61,6,1,1543,28
128463,North Carolina,Richlands,2006,844,1,0,0,0,1,49,7,39,3,0,1,3369,28
128464,North Carolina,River Bend,2006,2810,0,0,0,0,0,10,4,6,0,0,1,6908,28
128465,North Carolina,Roanoke Rapids,2006,16786,110,2,2,37,69,1008,278,661,69,7,1,3370,28
128466,North Carolina,Robersonville,2006,1670,14,0,0,6,8,104,34,64,6,1,1,3371,28
128467,North Carolina,Rockingham,2006,9404,76,0,5,18,53,1075,265,772,38,2,1,3372,28
128468,North Carolina,Rockwell,2006,2022,3,0,0,1,2,43,10,31,2,0,1,3373,28
128469,North Carolina,Rocky Mount,2006,57756,577,12,22,225,318,5617,1696,3535,386,11,1,3374,28
128470,North Carolina,Rose Hill,2006,1404,3,0,0,1,2,42,18,23,1,0,1,1903,28
128471,North Carolina,Rowland,2006,1171,10,0,1,4,5,69,37,23,9,0,1,3376,28
128472,North Carolina,Roxboro,2006,8930,87,0,7,11,69,567,191,348,28,0,1,3377,28
128473,North Carolina,Rutherfordton,2006,4181,1,0,0,1,0,134,18,107,9,0,1,3378,28
128474,North Carolina,Salisbury,2006,28113,281,3,17,131,130,2132,461,1521,150,15,1,2251,28
128475,North Carolina,Sanford,2006,27243,127,2,9,67,49,1702,411,1208,83,5,1,1360,28
128476,North Carolina,Scotland Neck,2006,2285,51,0,1,8,42,250,82,164,4,2,1,3379,28
128477,North Carolina,Selma,2006,6779,75,1,6,28,40,479,233,219,27,3,1,221,28
128478,North Carolina,Shallotte,2006,1620,10,0,1,5,4,265,43,209,13,1,1,3380,28
128479,North Carolina,Sharpsburg,2006,2509,9,0,0,2,7,29,12,15,2,2,1,5256,28
128480,North Carolina,Shelby,2006,21687,180,5,14,67,94,1319,373,855,91,5,1,3233,28
128481,North Carolina,Siler City,2006,8240,48,0,5,7,36,326,68,232,26,1,1,3381,28
128482,North Carolina,Smithfield,2006,12209,112,1,5,30,76,915,183,670,62,4,1,3382,28
128483,North Carolina,Southern Pines,2006,12118,71,3,3,24,41,614,181,402,31,3,1,3383,28
128484,North Carolina,Southern Shores,2006,2695,3,0,0,1,2,75,29,44,2,0,1,3384,28
128485,North Carolina,Southport,2006,2779,19,0,1,2,16,133,31,93,9,1,1,3385,28
128486,North Carolina,Sparta,2006,1833,1,0,1,0,0,41,10,29,2,1,1,2685,28
128487,North Carolina,Spencer,2006,3412,16,0,0,9,7,234,79,154,1,3,1,1653,28
128488,North Carolina,Spindale,2006,3999,20,0,0,9,11,218,73,135,10,1,1,3386,28
128489,North Carolina,Spring Hope,2006,1297,4,0,0,1,3,50,18,30,2,0,1,3387,28
128490,North Carolina,Spring Lake,2006,8361,78,1,5,31,41,727,283,386,58,3,1,3388,28
128491,North Carolina,Stallings,2006,3931,57,3,2,14,38,236,80,127,29,0,1,3389,28
128492,North Carolina,Stanley,2006,3156,10,0,1,5,4,146,58,84,4,1,1,3390,28
128493,North Carolina,Statesville,2006,25371,243,2,6,100,135,2174,777,1273,124,7,1,3391,28
128494,North Carolina,St. Pauls,2006,2309,7,0,0,4,3,117,47,62,8,3,1,3392,28
128495,North Carolina,Sugar Mountain,2006,224,0,0,0,0,0,10,5,5,0,0,1,6909,28
128496,North Carolina,Sunset Beach,2006,2219,0,0,0,0,0,99,50,47,2,0,1,3393,28
128497,North Carolina,Surf City,2006,1750,8,0,0,0,8,157,54,97,6,0,1,3394,28
128498,North Carolina,Swansboro,2006,1365,8,0,0,3,5,73,15,48,10,2,1,3395,28
128499,North Carolina,Sylva,2006,2446,34,1,1,2,30,205,35,163,7,1,1,3396,28
128500,North Carolina,Tabor City,2006,2681,17,0,1,3,13,154,59,85,10,0,1,6910,28
128501,North Carolina,Tarboro,2006,10812,50,0,1,17,32,485,126,350,9,2,1,3397,28
128502,North Carolina,Taylorsville,2006,1892,10,1,3,2,4,111,37,67,7,0,1,2034,28
128503,North Carolina,Thomasville,2006,26388,189,2,3,47,137,1608,442,1071,95,6,1,239,28
128504,North Carolina,Trent Woods,2006,4040,5,0,0,0,5,46,2,44,0,0,1,3398,28
128505,North Carolina,Troutman,2006,1740,3,0,1,0,2,120,33,81,6,0,1,3399,28
128506,North Carolina,Troy,2006,3334,26,0,0,3,23,256,51,201,4,3,1,2706,28
128507,North Carolina,Tryon,2006,1787,5,0,1,1,3,45,10,33,2,0,1,3400,28
128508,North Carolina,Valdese,2006,4620,13,0,0,1,12,100,27,70,3,2,1,3401,28
128509,North Carolina,Vanceboro,2006,863,3,0,0,3,0,27,19,7,1,0,1,6911,28
128510,North Carolina,Vass,2006,785,6,0,0,2,4,55,6,48,1,0,1,3402,28
128511,North Carolina,Wadesboro,2006,5368,46,0,7,14,25,407,145,248,14,2,1,3403,28
128512,North Carolina,Wake Forest,2006,20528,40,0,3,7,30,689,171,504,14,1,1,3404,28
128513,North Carolina,Wallace,2006,3601,18,2,0,5,11,165,58,101,6,1,1,6912,28
128514,North Carolina,Warsaw,2006,3154,24,0,2,5,17,187,31,148,8,3,1,1814,28
128515,North Carolina,Washington,2006,10037,64,0,9,23,32,473,117,326,30,2,1,1116,28
128516,North Carolina,Waxhaw,2006,3271,14,0,0,4,10,142,44,85,13,2,1,3405,28
128517,North Carolina,Waynesville,2006,9573,28,0,3,4,21,405,135,241,29,2,1,3185,28
128518,North Carolina,Weaverville,2006,2558,8,0,1,2,5,80,13,64,3,0,1,3406,28
128519,North Carolina,Wendell,2006,4606,22,1,0,3,18,130,30,94,6,0,1,1726,28
128520,North Carolina,Whispering Pines,2006,2180,1,0,0,0,1,17,7,10,0,0,1,3408,28
128521,North Carolina,Whitakers,2006,788,7,0,1,1,5,35,13,21,1,0,1,3409,28
128522,North Carolina,White Lake,2006,543,9,0,1,2,6,85,27,53,5,0,1,3410,28
128523,North Carolina,Whiteville,2006,5316,86,0,1,24,61,735,137,554,44,2,1,5735,28
128524,North Carolina,Wilkesboro,2006,3268,13,0,1,5,7,333,61,261,11,1,1,3411,28
128525,North Carolina,Williamston,2006,5763,64,0,3,8,53,365,102,250,13,0,1,3412,28
128526,North Carolina,Wilmington,2006,97381,857,7,62,409,379,6207,1694,3865,648,22,1,1141,28
128527,North Carolina,Wilson,2006,47904,310,1,13,91,205,2204,494,1602,108,17,1,3413,28
128528,North Carolina,Windsor,2006,2276,2,0,0,1,1,116,29,82,5,0,1,910,28
128529,North Carolina,Wingate,2006,2923,11,0,0,3,8,114,49,52,13,1,1,3415,28
128530,North Carolina,Winston-Salem,2006,197621,1654,20,126,669,839,13449,4289,8126,1034,10,1,6913,28
128531,North Carolina,Winterville,2006,4782,23,0,1,3,19,238,45,181,12,2,1,3416,28
128532,North Carolina,Winton,2006,938,4,0,1,0,3,11,6,4,1,1,1,6914,28
128533,North Carolina,Woodfin,2006,3342,11,0,0,5,6,133,41,84,8,0,1,3417,28
128534,North Carolina,Woodland,2006,813,8,0,0,1,7,34,10,21,3,0,1,913,28
128535,North Carolina,Wrightsville Beach,2006,2618,3,0,1,0,2,190,45,143,2,0,1,3418,28
128536,North Carolina,Yadkinville,2006,2924,16,0,3,3,10,165,22,138,5,2,1,3419,28
128537,North Carolina,Yanceyville,2006,2190,10,0,0,2,8,89,26,57,6,0,1,6915,28
128538,North Carolina,Youngsville,2006,726,1,0,0,0,1,39,17,22,0,1,1,3420,28
128539,North Carolina,Zebulon,2006,4302,47,0,2,19,26,340,61,267,12,0,1,1590,28
128540,North Dakota,Beulah,2006,3032,2,0,1,0,1,25,4,18,3,0,1,3421,29
128541,North Dakota,Bismarck,2006,57304,138,1,15,10,112,1590,256,1242,92,11,1,2906,29
128542,North Dakota,Cavalier,2006,1441,1,0,0,0,1,18,4,14,0,0,1,3422,29
128543,North Dakota,Devils Lake,2006,6807,19,0,1,2,16,335,40,278,17,1,1,3423,29
128544,North Dakota,Dickinson,2006,15646,7,0,1,2,4,571,97,436,38,2,1,3424,29
128545,North Dakota,Emerado,2006,482,4,0,0,0,4,21,7,12,2,0,1,6916,29
128546,North Dakota,Fargo,2006,90818,231,2,69,19,141,2679,525,1930,224,17,1,3425,29
128547,North Dakota,Fessenden,2006,546,0,0,0,0,0,3,2,1,0,0,1,3426,29
128548,North Dakota,Grafton,2006,4243,6,0,2,0,4,122,18,96,8,0,1,2160,29
128549,North Dakota,Grand Forks,2006,50239,91,1,19,12,59,1800,281,1370,149,8,1,3427,29
128550,North Dakota,Harvey,2006,1757,1,0,0,0,1,31,5,26,0,3,1,3428,29
128551,North Dakota,Hillsboro,2006,1527,0,0,0,0,0,30,8,19,3,0,1,1862,29
128552,North Dakota,Jamestown,2006,14807,27,0,11,2,14,321,84,225,12,3,1,1975,29
128553,North Dakota,Lincoln,2006,2294,1,0,1,0,0,11,2,9,0,0,1,349,29
128554,North Dakota,Mandan,2006,17203,34,1,8,1,24,408,90,298,20,4,1,3429,29
128555,North Dakota,Mayville,2006,1929,1,0,1,0,0,19,4,14,1,0,1,3430,29
128556,North Dakota,Minot,2006,34939,57,0,16,9,32,915,140,690,85,8,1,3431,29
128557,North Dakota,Northwood,2006,883,0,0,0,0,0,13,2,10,1,0,1,3432,29
128558,North Dakota,Portland,2006,577,0,0,0,0,0,1,0,0,1,0,1,1087,29
128559,North Dakota,Rolla,2006,1440,1,0,0,0,1,110,11,92,7,1,1,3140,29
128560,North Dakota,Rugby,2006,2685,0,0,0,0,0,30,2,26,2,1,1,3433,29
128561,North Dakota,Steele,2006,693,0,0,0,0,0,12,3,9,0,0,1,3152,29
128562,North Dakota,Thompson,2006,961,0,0,0,0,0,3,2,1,0,0,1,6917,29
128563,North Dakota,Valley City,2006,6431,6,1,0,1,4,88,10,73,5,2,1,3434,29
128564,North Dakota,Wahpeton,2006,8210,11,0,1,1,9,176,19,142,15,0,1,3435,29
128565,North Dakota,Watford City,2006,1355,1,0,0,0,1,9,1,5,3,0,1,6918,29
128566,North Dakota,West Fargo,2006,19462,16,0,3,1,12,373,73,274,26,3,1,3436,29
128567,North Dakota,Williston,2006,12177,13,0,5,1,7,170,25,120,25,5,1,1412,29
128568,New Hampshire,Alstead,2006,2034,3,0,0,0,3,21,8,12,1,0,1,6919,31
128569,New Hampshire,Alton,2006,5093,12,0,2,2,8,69,13,47,9,1,1,2884,31
128570,New Hampshire,Amherst,2006,11658,9,0,0,1,8,217,16,189,12,6,1,2102,31
128571,New Hampshire,Antrim,2006,2593,8,0,1,0,7,32,9,20,3,1,1,3472,31
128572,New Hampshire,Ashland,2006,2012,2,0,1,0,1,55,14,37,4,0,1,39,31
128573,New Hampshire,Auburn,2006,5141,2,0,1,0,1,63,9,45,9,2,1,42,31
128574,New Hampshire,Barnstead,2006,4578,3,0,1,1,1,63,19,37,7,0,1,6920,31
128575,New Hampshire,Barrington,2006,8193,6,0,0,0,6,129,37,87,5,0,1,3473,31
128576,New Hampshire,Bartlett,2006,2929,6,1,1,0,4,66,11,52,3,1,1,3474,31
128577,New Hampshire,Belmont,2006,7350,12,2,4,4,2,122,27,91,4,3,1,508,31
128578,New Hampshire,Bennington,2006,1474,3,0,0,0,3,58,4,52,2,0,1,3475,31
128579,New Hampshire,Berlin,2006,10519,17,0,1,2,14,203,56,140,7,5,1,1042,31
128580,New Hampshire,Boscawen,2006,3875,4,0,1,0,3,58,16,36,6,0,1,3477,31
128581,New Hampshire,Bow,2006,8050,3,0,0,1,2,56,14,41,1,0,1,3478,31
128582,New Hampshire,Brentwood,2006,3791,1,0,0,0,1,37,9,14,14,0,1,521,31
128583,New Hampshire,Bristol,2006,3130,6,0,0,0,6,85,20,62,3,1,1,1045,31
128584,New Hampshire,Campton,2006,2958,10,1,2,1,6,75,22,44,9,0,1,3479,31
128585,New Hampshire,Candia,2006,4181,1,0,0,0,1,48,6,36,6,2,1,3480,31
128586,New Hampshire,Charlestown,2006,5001,7,0,3,0,4,40,19,18,3,1,1,1746,31
128587,New Hampshire,Chester,2006,4654,4,0,1,0,3,60,12,44,4,0,1,3481,31
128588,New Hampshire,Claremont,2006,13439,23,0,5,2,16,331,35,285,11,8,1,551,31
128589,New Hampshire,Colebrook,2006,2406,2,0,1,0,1,19,7,10,2,0,1,3482,31
128590,New Hampshire,Concord,2006,42496,62,0,13,18,31,1016,171,802,43,18,1,562,31
128591,New Hampshire,Conway,2006,9243,20,0,2,7,11,344,62,262,20,3,1,292,31
128592,New Hampshire,Danville,2006,4411,1,0,1,0,0,53,11,41,1,0,1,296,31
128593,New Hampshire,Deerfield,2006,4131,4,0,1,0,3,47,6,32,9,3,1,2143,31
128594,New Hampshire,Deering,2006,2036,1,0,1,0,0,19,7,9,3,1,1,3483,31
128595,New Hampshire,Derry,2006,34420,76,0,8,13,55,726,139,533,54,31,1,3484,31
128596,New Hampshire,Dover,2006,28594,29,1,8,10,10,536,48,479,9,5,1,302,31
128597,New Hampshire,Dublin,2006,1562,1,0,1,0,0,23,4,19,0,0,1,588,31
128598,New Hampshire,Enfield,2006,4848,4,0,1,0,3,34,8,25,1,1,1,1059,31
128599,New Hampshire,Epping,2006,6110,13,1,3,2,7,123,18,100,5,2,1,3486,31
128600,New Hampshire,Epsom,2006,4483,0,0,0,0,0,71,14,55,2,0,1,3487,31
128601,New Hampshire,Exeter,2006,14760,8,0,2,0,6,151,24,119,8,0,1,603,31
128602,New Hampshire,Farmington,2006,6463,18,0,6,0,12,120,31,85,4,6,1,311,31
128603,New Hampshire,Fitzwilliam,2006,2306,6,0,2,0,4,15,3,9,3,0,1,3488,31
128604,New Hampshire,Freedom,2006,1444,0,0,0,0,0,30,18,10,2,0,1,4979,31
128605,New Hampshire,Fremont,2006,3999,10,0,0,0,10,37,14,16,7,2,1,617,31
128606,New Hampshire,Gilford,2006,7538,12,0,1,2,9,187,27,153,7,1,1,3490,31
128607,New Hampshire,Gilmanton,2006,3550,1,0,0,0,1,21,14,7,0,2,1,3491,31
128608,New Hampshire,Goffstown,2006,17754,6,0,1,0,5,336,47,287,2,2,1,3492,31
128609,New Hampshire,Gorham,2006,2944,4,0,0,0,4,42,4,32,6,2,1,2398,31
128610,New Hampshire,Grantham,2006,2512,0,0,0,0,0,13,1,12,0,0,1,3493,31
128611,New Hampshire,Greenland,2006,3395,2,0,1,0,1,33,5,27,1,1,1,324,31
128612,New Hampshire,Hampstead,2006,8772,6,0,2,0,4,89,13,70,6,0,1,2334,31
128613,New Hampshire,Hampton,2006,15508,21,0,2,9,10,355,45,301,9,2,1,328,31
128614,New Hampshire,Hancock,2006,1810,0,0,0,0,0,9,2,7,0,0,1,2335,31
128615,New Hampshire,Hanover,2006,11198,4,1,2,0,1,237,19,215,3,0,1,2165,31
128616,New Hampshire,Haverhill,2006,4570,14,0,2,1,11,74,22,45,7,1,1,2171,31
128617,New Hampshire,Henniker,2006,4885,4,0,2,0,2,115,18,94,3,0,1,3494,31
128618,New Hampshire,Hill,2006,1098,0,0,0,0,0,12,3,8,1,0,1,6921,31
128619,New Hampshire,Hinsdale,2006,4223,11,0,3,2,6,79,16,58,5,0,1,2173,31
128620,New Hampshire,Hooksett,2006,13329,8,0,2,2,4,281,48,227,6,3,1,3495,31
128621,New Hampshire,Hopkinton,2006,5641,6,0,3,0,3,35,8,26,1,0,1,2177,31
128622,New Hampshire,Hudson,2006,24661,26,0,9,7,10,401,66,292,43,6,1,2179,31
128623,New Hampshire,Jaffrey,2006,5733,5,0,0,0,5,64,18,41,5,3,1,3496,31
128624,New Hampshire,Keene,2006,22864,53,0,8,11,34,721,65,622,34,11,1,3497,31
128625,New Hampshire,Kingston,2006,6264,4,0,0,0,4,57,18,29,10,1,1,2182,31
128626,New Hampshire,Laconia,2006,17125,38,0,7,8,23,738,93,618,27,7,1,3498,31
128627,New Hampshire,Lancaster,2006,3371,3,0,2,0,1,78,18,56,4,1,1,681,31
128628,New Hampshire,Lebanon,2006,12654,16,0,11,2,3,390,31,353,6,2,1,1981,31
128629,New Hampshire,Lee,2006,4422,5,0,2,0,3,39,2,33,4,0,1,2184,31
128630,New Hampshire,Lincoln,2006,1305,1,0,0,0,1,96,8,84,4,0,1,349,31
128631,New Hampshire,Lisbon,2006,1648,4,0,0,0,4,24,4,19,1,0,1,2407,31
128632,New Hampshire,Litchfield,2006,8308,6,0,2,2,2,91,21,66,4,4,1,2605,31
128633,New Hampshire,Littleton,2006,6162,5,0,1,1,3,71,11,58,2,1,1,999,31
128634,New Hampshire,Londonderry,2006,24931,28,0,3,7,18,327,47,242,38,4,1,3499,31
128635,New Hampshire,Loudon,2006,5081,3,0,0,0,3,51,9,38,4,0,1,3500,31
128636,New Hampshire,Madison,2006,2277,2,0,0,0,2,54,9,45,0,0,1,1068,31
128637,New Hampshire,Manchester,2006,110106,313,4,44,157,108,3454,781,2423,250,66,1,1069,31
128638,New Hampshire,Marlborough,2006,2102,3,0,3,0,0,33,8,25,0,0,1,2196,31
128639,New Hampshire,Merrimack,2006,26753,3,0,0,1,2,300,30,265,5,1,1,3502,31
128640,New Hampshire,Middleton,2006,1695,1,0,1,0,0,27,7,20,0,0,1,2209,31
128641,New Hampshire,Milford,2006,14918,20,0,4,3,13,205,32,162,11,5,1,1073,31
128642,New Hampshire,Milton,2006,4368,25,0,2,1,22,74,14,47,13,1,1,1134,31
128643,New Hampshire,Moultonborough,2006,4971,2,0,1,0,1,46,23,23,0,0,1,3503,31
128644,New Hampshire,Nashua,2006,87651,190,1,21,47,121,2241,333,1801,107,33,1,6922,31
128645,New Hampshire,New Boston,2006,4898,1,0,0,0,1,22,11,7,4,1,1,3504,31
128646,New Hampshire,New Durham,2006,2463,1,0,1,0,0,54,12,39,3,1,1,3505,31
128647,New Hampshire,Newfields,2006,1595,3,0,0,0,3,15,2,13,0,0,1,3506,31
128648,New Hampshire,New Hampton,2006,2243,2,0,0,0,2,35,8,25,2,0,1,1639,31
128649,New Hampshire,New Ipswich,2006,5037,0,0,0,0,0,62,9,48,5,1,1,3507,31
128650,New Hampshire,New London,2006,4480,0,0,0,0,0,30,6,22,2,0,1,3087,31
128651,New Hampshire,Newmarket,2006,9210,8,0,3,2,3,78,25,49,4,1,1,6923,31
128652,New Hampshire,Newport,2006,6586,12,0,1,3,8,265,37,215,13,2,1,372,31
128653,New Hampshire,Newton,2006,4474,6,0,0,1,5,41,9,29,3,0,1,180,31
128654,New Hampshire,Northfield,2006,4991,6,0,1,2,3,82,9,66,7,0,1,2229,31
128655,New Hampshire,Northumberland,2006,2426,3,0,0,0,3,24,7,14,3,0,1,3509,31
128656,New Hampshire,Northwood,2006,3994,2,0,0,1,1,34,21,6,7,1,1,3432,31
128657,New Hampshire,Nottingham,2006,4389,1,0,0,0,1,49,6,41,2,0,1,3510,31
128658,New Hampshire,Ossipee,2006,4655,5,0,1,0,4,125,23,94,8,1,1,3511,31
128659,New Hampshire,Pelham,2006,12521,5,0,1,2,2,170,31,107,32,3,1,193,31
128660,New Hampshire,Pembroke,2006,7394,7,0,2,2,3,83,20,57,6,0,1,2236,31
128661,New Hampshire,Peterborough,2006,6096,9,0,2,1,6,114,19,94,1,1,1,3512,31
128662,New Hampshire,Plaistow,2006,7798,4,0,1,3,0,184,17,147,20,1,1,3513,31
128663,New Hampshire,Plymouth,2006,6227,5,0,0,0,5,232,29,194,9,1,1,1797,31
128664,New Hampshire,Portsmouth,2006,20752,45,0,9,16,20,670,86,554,30,11,1,3514,31
128665,New Hampshire,Raymond,2006,10160,18,0,7,1,10,156,25,121,10,2,1,3515,31
128666,New Hampshire,Rindge,2006,6326,7,0,2,1,4,58,14,37,7,2,1,3516,31
128667,New Hampshire,Rochester,2006,30117,73,0,19,8,46,689,114,537,38,5,1,2246,31
128668,New Hampshire,Rollinsford,2006,2635,1,0,0,0,1,22,5,16,1,1,1,3517,31
128669,New Hampshire,Rye,2006,5261,1,0,0,0,1,31,9,22,0,1,1,3518,31
128670,New Hampshire,Sandown,2006,5747,2,0,0,0,2,43,17,18,8,0,1,3519,31
128671,New Hampshire,Sandwich,2006,1353,0,0,0,0,0,40,9,31,0,0,1,2252,31
128672,New Hampshire,Seabrook,2006,8466,21,0,2,8,11,205,26,169,10,1,1,3520,31
128673,New Hampshire,Strafford,2006,3994,1,0,0,0,1,26,7,16,3,0,1,3158,31
128674,New Hampshire,Thornton,2006,2029,0,0,0,0,0,15,6,8,1,0,1,1032,31
128675,New Hampshire,Tilton,2006,3650,2,0,1,0,1,94,10,84,0,0,1,3524,31
128676,New Hampshire,Troy,2006,2069,0,0,0,0,0,30,4,21,5,0,1,2706,31
128677,New Hampshire,Warner,2006,2984,0,0,0,0,0,18,3,13,2,0,1,3525,31
128678,New Hampshire,Washington,2006,1047,1,0,0,0,1,11,6,5,0,0,1,1116,31
128679,New Hampshire,Weare,2006,8763,3,0,2,0,1,50,10,32,8,0,1,6924,31
128680,New Hampshire,Webster,2006,1830,1,0,0,0,1,16,6,8,2,3,1,1403,31
128681,New Hampshire,Wilton,2006,3899,4,0,2,0,2,77,28,47,2,1,1,1111,31
128682,New Hampshire,Windham,2006,12769,10,0,0,0,10,151,28,109,14,0,1,2444,31
128683,New Hampshire,Wolfeboro,2006,6685,3,0,0,1,2,93,22,53,18,2,1,3527,31
128684,New Hampshire,Woodstock,2006,1175,3,0,2,0,1,28,7,19,2,0,1,256,31
128685,New Jersey,Aberdeen Township,2006,18347,29,0,4,12,13,243,40,189,14,4,1,3528,32
128686,New Jersey,Absecon,2006,7995,35,1,3,14,17,281,41,228,12,2,1,3529,32
128687,New Jersey,Allendale,2006,6759,4,0,1,2,1,59,16,41,2,1,1,3530,32
128688,New Jersey,Allenhurst,2006,707,2,0,0,1,1,16,2,13,1,0,1,3531,32
128689,New Jersey,Allentown,2006,1859,2,0,0,0,2,19,3,15,1,0,1,3532,32
128690,New Jersey,Alpha,2006,2457,13,0,0,0,13,31,3,28,0,0,1,3533,32
128691,New Jersey,Alpine,2006,2370,1,0,0,0,1,5,2,3,0,1,1,3534,32
128692,New Jersey,Andover Township,2006,6527,3,0,0,0,3,53,9,41,3,0,1,3535,32
128693,New Jersey,Asbury Park,2006,16637,386,8,7,193,178,916,284,539,93,11,1,3536,32
128694,New Jersey,Atlantic City,2006,40399,842,18,46,355,423,3859,507,3148,204,7,1,3537,32
128695,New Jersey,Atlantic Highlands,2006,4629,5,0,0,2,3,57,3,54,0,0,1,3538,32
128696,New Jersey,Audubon,2006,9054,8,0,1,4,3,254,37,210,7,3,1,3539,32
128697,New Jersey,Audubon Park,2006,1081,1,0,0,0,1,32,8,21,3,0,1,1928,32
128698,New Jersey,Avalon,2006,2135,6,0,1,0,5,303,45,254,4,1,1,496,32
128699,New Jersey,Avon-by-the-Sea,2006,2190,3,0,1,0,2,106,18,87,1,0,1,3540,32
128700,New Jersey,Barnegat Light,2006,823,0,0,0,0,0,36,1,35,0,0,1,3541,32
128701,New Jersey,Barnegat Township,2006,20323,30,0,1,3,26,209,51,152,6,5,1,3542,32
128702,New Jersey,Barrington,2006,7055,11,0,1,2,8,62,11,41,10,1,1,3473,32
128703,New Jersey,Bay Head,2006,1260,1,0,0,0,1,50,10,39,1,0,1,3543,32
128704,New Jersey,Bayonne,2006,60033,193,1,4,86,102,860,188,573,99,9,1,3544,32
128705,New Jersey,Beach Haven,2006,1353,4,0,1,0,3,128,11,113,4,0,1,3545,32
128706,New Jersey,Beachwood,2006,10746,10,0,0,4,6,239,29,204,6,3,1,3546,32
128707,New Jersey,Bedminster Township,2006,8394,3,0,1,0,2,73,17,51,5,1,1,3547,32
128708,New Jersey,Belleville,2006,34928,128,0,2,57,69,876,160,501,215,2,1,2463,32
128709,New Jersey,Bellmawr,2006,11167,13,0,1,4,8,253,46,182,25,0,1,3548,32
